"","sssdistrict","jssdistrict","jsslong","jsslat","ssslong","ssslat","distance"
"271","Abura/Asebu/Kwamankese (Abura Dunkwa)","Kwahu North (Donkorkrom)",-0.264697343111038,6.91197347640991,-1.19708836078644,5.13000059127808,65.719606486638
"272","Abura/Asebu/Kwamankese (Abura Dunkwa)","Gushegu (Gushegu)",-0.187724083662033,9.93830871582031,-1.19708836078644,5.13000059127808,79.5541294380061
"273","Abura/Asebu/Kwamankese (Abura Dunkwa)","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275,-1.19708836078644,5.13000059127808,71.2784399130474
"274","Abura/Asebu/Kwamankese (Abura Dunkwa)","Accra Metropolitan",-0.197115257382393,5.6073956489563,-1.19708836078644,5.13000059127808,68.9536038455761
"275","Abura/Asebu/Kwamankese (Abura Dunkwa)","West Gonja (Damongo)",-1.70040583610535,9.50565147399902,-1.19708836078644,5.13000059127808,50.0345244486868
"276","Abura/Asebu/Kwamankese (Abura Dunkwa)","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034,-1.19708836078644,5.13000059127808,74.2942113174574
"277","Abura/Asebu/Kwamankese (Abura Dunkwa)","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946,-1.19708836078644,5.13000059127808,22.6673377345897
"278","Abura/Asebu/Kwamankese (Abura Dunkwa)","Dangme West (Dodowa)",0.512386500835419,5.78625059127808,-1.19708836078644,5.13000059127808,117.771943895304
"279","Abura/Asebu/Kwamankese (Abura Dunkwa)","Central Gonja (Buipe)",-1.4432520866394,8.9619083404541,-1.19708836078644,5.13000059127808,36.0360068909643
"280","Abura/Asebu/Kwamankese (Abura Dunkwa)","Bawku West (Zebilla)",-0.478857457637787,10.8185272216797,-1.19708836078644,5.13000059127808,67.9680974607864
"281","Abura/Asebu/Kwamankese (Abura Dunkwa)","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,-1.19708836078644,5.13000059127808,17.2520515615698
"282","Abura/Asebu/Kwamankese (Abura Dunkwa)","Builsa (Sandema)",-1.33749449253082,10.5570726394653,-1.19708836078644,5.13000059127808,46.1355724361309
"283","Abura/Asebu/Kwamankese (Abura Dunkwa)","East Dagomba (Yendi)",-0.200845062732697,9.35213088989258,-1.19708836078644,5.13000059127808,76.5283310239637
"284","Abura/Asebu/Kwamankese (Abura Dunkwa)","Atiwa (Kwabeng)",-0.675171911716461,6.32678174972534,-1.19708836078644,5.13000059127808,37.2371240733999
"285","Abura/Asebu/Kwamankese (Abura Dunkwa)","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,-1.19708836078644,5.13000059127808,15.8475761339478
"286","Abura/Asebu/Kwamankese (Abura Dunkwa)","Nkwanta",0.40209686756134,8.32355308532715,-1.19708836078644,5.13000059127808,112.630380944053
"287","Abura/Asebu/Kwamankese (Abura Dunkwa)","Tolon Kunbungu (Tolon)",-1.10971987247467,9.52724552154541,-1.19708836078644,5.13000059127808,37.0542343618262
"288","Abura/Asebu/Kwamankese (Abura Dunkwa)","Kintampo North",-1.54442632198334,8.37111854553223,-1.19708836078644,5.13000059127808,35.9396697905016
"289","Abura/Asebu/Kwamankese (Abura Dunkwa)","Asikuma/Odoben/Brakwa (Breman Asikuma)",-1.01707422733307,5.63825035095215,-1.19708836078644,5.13000059127808,13.0928491525263
"290","Abura/Asebu/Kwamankese (Abura Dunkwa)","Akatsi",0.842700481414795,6.20688915252686,-1.19708836078644,5.13000059127808,140.554937097691
"291","Abura/Asebu/Kwamankese (Abura Dunkwa)","Kintampo",-1.54442632198334,8.37111854553223,-1.19708836078644,5.13000059127808,35.9396697905016
"292","Abura/Asebu/Kwamankese (Abura Dunkwa)","Mpohor-Wassa East (Daboase)",-1.69756937026978,5.3307957649231,-1.19708836078644,5.13000059127808,34.509994017589
"293","Abura/Asebu/Kwamankese (Abura Dunkwa)","Bole",-2.26667523384094,8.62969589233398,-1.19708836078644,5.13000059127808,78.7263371796861
"294","Abura/Asebu/Kwamankese (Abura Dunkwa)","Tain",-2.28683090209961,7.94890546798706,-1.19708836078644,5.13000059127808,78.2502520873557
"295","Abura/Asebu/Kwamankese (Abura Dunkwa)","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,-1.19708836078644,5.13000059127808,49.0784534918952
"296","Abura/Asebu/Kwamankese (Abura Dunkwa)","Birim North ( New Abirem)",-1.02167463302612,6.22278738021851,-1.19708836078644,5.13000059127808,15.1030316984939
"297","Abura/Asebu/Kwamankese (Abura Dunkwa)","Tano (Bechem)",-2.02141523361206,7.18365907669067,-1.19708836078644,5.13000059127808,59.0949874016893
"298","Abura/Asebu/Kwamankese (Abura Dunkwa)","Saboba/Chereponi (Saboba)",0.166294068098068,9.91628551483154,-1.19708836078644,5.13000059127808,101.068715583153
"299","Abura/Asebu/Kwamankese (Abura Dunkwa)","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489,-1.19708836078644,5.13000059127808,27.7981652159533
"300","Abura/Asebu/Kwamankese (Abura Dunkwa)","Adaklu Anigbe (Kpetoe)",0.488698303699493,6.38395690917969,-1.19708836078644,5.13000059127808,116.354593336876
"301","Abura/Asebu/Kwamankese (Abura Dunkwa)","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811,-1.19708836078644,5.13000059127808,13.3534857544942
"302","Abura/Asebu/Kwamankese (Abura Dunkwa)","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,-1.19708836078644,5.13000059127808,64.1794183122215
"303","Abura/Asebu/Kwamankese (Abura Dunkwa)","Keta",0.853055775165558,5.90746402740479,-1.19708836078644,5.13000059127808,141.207699160439
"304","Abura/Asebu/Kwamankese (Abura Dunkwa)","Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315,-1.19708836078644,5.13000059127808,70.3853139355062
"305","Abura/Asebu/Kwamankese (Abura Dunkwa)","",-2.64866065979004,7.87784051895142,-1.19708836078644,5.13000059127808,102.05254944614
"306","Abura/Asebu/Kwamankese (Abura Dunkwa)","Gomoa (Apam)",-0.723635494709015,5.40456104278564,-1.19708836078644,5.13000059127808,32.6839812944834
"307","Abura/Asebu/Kwamankese (Abura Dunkwa)","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,-1.19708836078644,5.13000059127808,43.9591706501275
"308","Abura/Asebu/Kwamankese (Abura Dunkwa)","Garu Tempane",-0.171862438321114,10.8220167160034,-1.19708836078644,5.13000059127808,84.220227986991
"309","Abura/Asebu/Kwamankese (Abura Dunkwa)","Bolgatanga",-0.880232632160187,10.7424564361572,-1.19708836078644,5.13000059127808,51.4060883532998
"310","Abura/Asebu/Kwamankese (Abura Dunkwa)","Bawku East (Bawku)",-0.188137739896774,11.0363521575928,-1.19708836078644,5.13000059127808,84.293514376537
"311","Abura/Asebu/Kwamankese (Abura Dunkwa)","Wa Municipal",-2.28503036499023,10.0306215286255,-1.19708836078644,5.13000059127808,84.5741823459239
"312","Abura/Asebu/Kwamankese (Abura Dunkwa)","Asunafo South",-2.57220482826233,6.63116884231567,-1.19708836078644,5.13000059127808,95.3046441224687
"521","Accra Metropolitan","Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315,-0.197115257382393,5.6073956489563,4.93208585128052
"522","Accra Metropolitan","Garu Tempane",-0.171862438321114,10.8220167160034,-0.197115257382393,5.6073956489563,43.4037742103524
"523","Accra Metropolitan","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,-0.197115257382393,5.6073956489563,111.083170713105
"524","Accra Metropolitan","Tolon Kunbungu (Tolon)",-1.10971987247467,9.52724552154541,-0.197115257382393,5.6073956489563,70.2756447043659
"525","Accra Metropolitan","Kintampo North",-1.54442632198334,8.37111854553223,-0.197115257382393,5.6073956489563,95.0253533582677
"526","Accra Metropolitan","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,-0.197115257382393,5.6073956489563,80.9356835438202
"527","Accra Metropolitan","Gushegu (Gushegu)",-0.187724083662033,9.93830871582031,-0.197115257382393,5.6073956489563,36.0257594374796
"528","Accra Metropolitan","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,-0.197115257382393,5.6073956489563,68.7448461837213
"529","Accra Metropolitan","Gomoa (Apam)",-0.723635494709015,5.40456104278564,-0.197115257382393,5.6073956489563,36.2977962756156
"530","Accra Metropolitan","Accra Metropolitan",-0.197115257382393,5.6073956489563,-0.197115257382393,5.6073956489563,0
"531","Accra Metropolitan","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489,-0.197115257382393,5.6073956489563,94.1789100661604
"532","Accra Metropolitan","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808,-0.197115257382393,5.6073956489563,69.007430678109
"533","Accra Metropolitan","Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811,-0.197115257382393,5.6073956489563,81.0488188839385
"534","Accra Metropolitan","Bole",-2.26667523384094,8.62969589233398,-0.197115257382393,5.6073956489563,143.749899326151
"535","Accra Metropolitan","",-2.64866065979004,7.87784051895142,-0.197115257382393,5.6073956489563,169.036191030593
"536","Accra Metropolitan","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,-0.197115257382393,5.6073956489563,5.2218229035721
"537","Accra Metropolitan","Assin South (Nsuaem Kyekyewere)",-1.26436614990234,5.49579477310181,-0.197115257382393,5.6073956489563,73.4904389969717
"538","Accra Metropolitan","Birim South (Akim Oda)",-0.969164490699768,5.86416721343994,-0.197115257382393,5.6073956489563,53.1676680953307
"539","Accra Metropolitan","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323,-0.197115257382393,5.6073956489563,114.953233226737
"540","Accra Metropolitan","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,-0.197115257382393,5.6073956489563,116.79770023831
"541","Accra Metropolitan","Adansi North (Fomena)",-1.56873786449432,6.07334852218628,-0.197115257382393,5.6073956489563,94.4249904078838
"542","Accra Metropolitan","Akatsi",0.842700481414795,6.20688915252686,-0.197115257382393,5.6073956489563,71.678186791607
"543","Accra Metropolitan","Sisala/Tumu (Tumu)",-1.73106586933136,10.5741777420044,-0.197115257382393,5.6073956489563,112.186865982783
"544","Accra Metropolitan","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034,-0.197115257382393,5.6073956489563,8.2460690973363
"545","Accra Metropolitan","Sawla-Tuna-Kalba",-2.36116719245911,9.40702152252197,-0.197115257382393,5.6073956489563,151.022356931473
"546","Accra Metropolitan","Wa Municipal",-2.28503036499023,10.0306215286255,-0.197115257382393,5.6073956489563,146.898980209417
"547","Accra Metropolitan","Bawku East (Bawku)",-0.188137739896774,11.0363521575928,-0.197115257382393,5.6073956489563,45.1565853601095
"548","Accra Metropolitan","West Gonja (Damongo)",-1.70040583610535,9.50565147399902,-0.197115257382393,5.6073956489563,107.560751430687
"549","Accra Metropolitan","Central Gonja (Buipe)",-1.4432520866394,8.9619083404541,-0.197115257382393,5.6073956489563,89.599975166753
"550","Accra Metropolitan","Tain",-2.28683090209961,7.94890546798706,-0.197115257382393,5.6073956489563,144.479624043557
"551","Accra Metropolitan","Agona Swedru",-0.755242526531219,5.61735343933105,-0.197115257382393,5.6073956489563,38.4214984920936
"552","Accra Metropolitan","West Mamprusi (Walewale)",-1.11731052398682,10.3346328735352,-0.197115257382393,5.6073956489563,73.9387781755108
"553","Accra Metropolitan","Sefwi Wiawso",-2.63786101341248,6.25838994979858,-0.197115257382393,5.6073956489563,167.912558437494
"554","Accra Metropolitan","East Dagomba (Yendi)",-0.200845062732697,9.35213088989258,-0.197115257382393,5.6073956489563,31.1458932845386
"555","Accra Metropolitan","Savelugu/Nanton (Savelugu)",-0.815288662910461,9.81180095672607,-0.197115257382393,5.6073956489563,54.7549688043625
"556","Accra Metropolitan","Ho Municipal",0.526142239570618,6.71760702133179,-0.197115257382393,5.6073956489563,50.536457813636
"557","Accra Metropolitan","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346,-0.197115257382393,5.6073956489563,21.4541965861929
"558","Accra Metropolitan","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424,-0.197115257382393,5.6073956489563,93.5108992813285
"559","Accra Metropolitan","Saboba/Chereponi (Saboba)",0.166294068098068,9.91628551483154,-0.197115257382393,5.6073956489563,43.5597697744416
"560","Accra Metropolitan","Adaklu Anigbe (Kpetoe)",0.488698303699493,6.38395690917969,-0.197115257382393,5.6073956489563,47.5853182976597
"561","Accra Metropolitan","Bolgatanga",-0.880232632160187,10.7424564361572,-0.197115257382393,5.6073956489563,63.0811436431889
"562","Accra Metropolitan","East Gonja (Salaga)",-0.533939599990845,8.72915744781494,-0.197115257382393,5.6073956489563,34.7050775174001
"563","Accra Metropolitan","Tano North",-2.17906522750854,7.17709350585938,-0.197115257382393,5.6073956489563,136.646491148462
"564","Accra Metropolitan","Kassena/Nankani (Navrongo)",-1.21744096279144,10.9094228744507,-0.197115257382393,5.6073956489563,82.1424653069816
"565","Accra Metropolitan","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,-0.197115257382393,5.6073956489563,55.8551250001715
"566","Accra Metropolitan","Amansie Central (Jacobu)",-1.73985767364502,6.24280118942261,-0.197115257382393,5.6073956489563,106.213405381625
"567","Accra Metropolitan","Kete Krachie",-0.0899035781621933,8.05344390869141,-0.197115257382393,5.6073956489563,21.6283390645721
"568","Accra Metropolitan","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415,-0.197115257382393,5.6073956489563,98.3862965445078
"569","Accra Metropolitan","Berekum",-2.63174390792847,7.50356483459473,-0.197115257382393,5.6073956489563,167.709344883516
"570","Accra Metropolitan","Atiwa (Kwabeng)",-0.675171911716461,6.32678174972534,-0.197115257382393,5.6073956489563,33.4069135428552
"571","Accra Metropolitan","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,-0.197115257382393,5.6073956489563,31.2771901704543
"572","Accra Metropolitan","Kintampo",-1.54442632198334,8.37111854553223,-0.197115257382393,5.6073956489563,95.0253533582677
"573","Accra Metropolitan","South Tongu (Sogakope)",0.645589470863342,5.96053743362427,-0.197115257382393,5.6073956489563,58.0508212618657
"574","Accra Metropolitan","Tano (Bechem)",-2.02141523361206,7.18365907669067,-0.197115257382393,5.6073956489563,125.884570745741
"575","Accra Metropolitan","Birim North ( New Abirem)",-1.02167463302612,6.22278738021851,-0.197115257382393,5.6073956489563,56.9309423997937
"576","Accra Metropolitan","Ahafo Ano South (Mankranso)",-1.9891722202301,6.92877149581909,-0.197115257382393,5.6073956489563,123.544770589272
"577","Accra Metropolitan","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148,-0.197115257382393,5.6073956489563,19.322300056056
"578","Accra Metropolitan","Hohoe",0.466238558292389,7.03059482574463,-0.197115257382393,5.6073956489563,47.053680160178
"579","Accra Metropolitan","Bawku West (Zebilla)",-0.478857457637787,10.8185272216797,-0.197115257382393,5.6073956489563,47.379918298575
"580","Accra Metropolitan","Wa West (Wechiau)",-2.64412522315979,9.91548728942871,-0.197115257382393,5.6073956489563,170.54297148885
"581","Accra Metropolitan","Wassa Amenfi (Asankragwa)",-2.3020179271698,5.72551774978638,-0.197115257382393,5.6073956489563,144.87739985183
"582","Accra Metropolitan","Dormaa (Dormaa Ahenkro)",-2.75384044647217,7.22284889221191,-0.197115257382393,5.6073956489563,175.964290330263
"583","Accra Metropolitan","Keta",0.853055775165558,5.90746402740479,-0.197115257382393,5.6073956489563,72.2997995314821
"584","Accra Metropolitan","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872,-0.197115257382393,5.6073956489563,92.8701990735811
"585","Accra Metropolitan","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,-0.197115257382393,5.6073956489563,8.08315397996048
"586","Accra Metropolitan","Sisala west (Gwollu)",-2.28611850738525,10.7578830718994,-0.197115257382393,5.6073956489563,148.283389612288
"587","Accra Metropolitan","Asunafo (Goaso)",-2.68374562263489,6.80908823013306,-0.197115257382393,5.6073956489563,171.084350567067
"588","Accra Metropolitan","Lawra",-2.80094122886658,10.5463981628418,-0.197115257382393,5.6073956489563,181.771923124918
"589","Accra Metropolitan","Jomoro (Half Assini)",-2.80322027206421,5.06950759887695,-0.197115257382393,5.6073956489563,179.620145784381
"590","Accra Metropolitan","Asunafo South",-2.57220482826233,6.63116884231567,-0.197115257382393,5.6073956489563,163.412756314315
"591","Accra Metropolitan","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996,-0.197115257382393,5.6073956489563,61.7261961178463
"592","Accra Metropolitan","Jirapa/Lambusie (Jirapa)",-2.58332252502441,10.6920347213745,-0.197115257382393,5.6073956489563,167.615850200543
"593","Accra Metropolitan","Juaboso Bia (Juaboso)",-2.92668342590332,6.35921287536621,-0.197115257382393,5.6073956489563,187.752268034766
"594","Accra Metropolitan","Asikuma/Odoben/Brakwa (Breman Asikuma)",-1.01707422733307,5.63825035095215,-0.197115257382393,5.6073956489563,56.4444247779456
